Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1
,,,,,,,,913,14379.0
,,,,,,,,914,13452.0
,,,,,,,,915,12861.0
,,,,,,,,916,12500.0
,,,,,,,,917,12479.0
,,,,,,,,918,12920.0
,,,,,,,,919,13992.0
,,,,,,,,920,15296.0
,,,,,,,,921,16055.0
,,,,,,,,922,16582.0
,,,,,,,,923,17096.0
,,,,,,,,924,17452.0
,,,,,,,,925,17668.0
,,,,,,,,926,17979.0
,,,,,,,,927,18090.0
,,,,,,,,928,18229.0
,,,,,,,,929,18373.0
,,,,,,,,930,18322.0
,,,,,,,,931,17795.0
,,,,,,,,932,17159.0
,,,,,,,,933,17055.0
,,,,,,,,934,16463.0
,,,,,,,,935,15028.0
,,,,,,,,936,13517.0
,,,,,,,,937,12384.0
,,,,,,,,938,11725.0
,,,,,,,,939,11307.0
,,,,,,,,940,11118.0
,,,,,,,,941,11231.0
,,,,,,,,942,11798.0
,,,,,,,,943,12933.0
,,,,,,,,944,14273.0
,,,,,,,,945,15155.0
,,,,,,,,946,15614.0
,,,,,,,,947,15917.0
,,,,,,,,948,15969.0
,,,,,,,,949,15892.0
,,,,,,,,950,15875.0
,,,,,,,,951,15719.0
,,,,,,,,952,15491.0
,,,,,,,,953,15368.0
,,,,,,,,954,15206.0
,,,,,,,,955,14837.0
,,,,,,,,956,14531.0
,,,,,,,,957,14655.0
,,,,,,,,958,14290.0
,,,,,,,,959,13182.0
,,,,,,,,960,11938.0
,,,,,,,,961,10962.0
,,,,,,,,962,10327.0
,,,,,,,,963,9939.0
,,,,,,,,964,9725.0
,,,,,,,,965,9693.0
,,,,,,,,966,9766.0
,,,,,,,,967,10261.0
,,,,,,,,968,11289.0
,,,,,,,,969,12518.0
,,,,,,,,970,13453.0
,,,,,,,,971,14046.0
,,,,,,,,972,14391.0
,,,,,,,,973,14566.0
,,,,,,,,974,14653.0
,,,,,,,,975,14734.0
,,,,,,,,976,14856.0
,,,,,,,,977,15047.0
,,,,,,,,978,15139.0
,,,,,,,,979,14949.0
,,,,,,,,980,14486.0
,,,,,,,,981,14436.0
,,,,,,,,982,14121.0
,,,,,,,,983,13100.0
,,,,,,,,984,11970.0
,,,,,,,,985,11008.0
,,,,,,,,986,10390.0
,,,,,,,,987,10000.0
,,,,,,,,988,9758.0
,,,,,,,,989,9662.0
,,,,,,,,990,9567.0
,,,,,,,,991,9859.0
,,,,,,,,992,10742.0
,,,,,,,,993,11949.0
,,,,,,,,994,13044.0
,,,,,,,,995,13944.0
,,,,,,,,996,14673.0
,,,,,,,,997,15190.0
,,,,,,,,998,15488.0
,,,,,,,,999,15763.0
,,,,,,,,1000,16042.0
,,,,,,,,1001,16412.0
,,,,,,,,1002,16643.0
,,,,,,,,1003,16465.0
,,,,,,,,1004,16024.0
,,,,,,,,1005,16034.0
,,,,,,,,1006,15632.0
,,,,,,,,1007,14413.0
,,,,,,,,1008,13088.0
,,,,,,,,1009,13225.0
,,,,,,,,1010,12461.0
,,,,,,,,1011,11976.0
,,,,,,,,1012,11726.0
,,,,,,,,1013,11825.0
,,,,,,,,1014,12453.0
,,,,,,,,1015,13531.0
,,,,,,,,1016,15071.0
,,,,,,,,1017,16363.0
,,,,,,,,1018,17447.0
,,,,,,,,1019,18389.0
,,,,,,,,1020,19054.0
,,,,,,,,1021,19483.0
,,,,,,,,1022,19875.0
,,,,,,,,1023,20136.0
,,,,,,,,1024,20249.0
,,,,,,,,1025,20347.0
,,,,,,,,1026,20203.0
,,,,,,,,1027,19578.0
,,,,,,,,1028,18981.0
,,,,,,,,1029,18919.0
,,,,,,,,1030,17773.0
,,,,,,,,1031,16030.0
,,,,,,,,1032,14359.0
,,,,,,,,1033,13121.0
,,,,,,,,1034,12304.0
,,,,,,,,1035,11773.0
,,,,,,,,1036,11515.0
,,,,,,,,1037,11598.0
,,,,,,,,1038,12268.0
,,,,,,,,1039,13383.0
,,,,,,,,1040,14923.0
,,,,,,,,1041,16131.0
,,,,,,,,1042,17167.0
,,,,,,,,1043,18030.0
,,,,,,,,1044,18613.0
,,,,,,,,1045,18947.0
,,,,,,,,1046,19183.0
,,,,,,,,1047,19249.0
,,,,,,,,1048,19178.0
,,,,,,,,1049,19139.0
,,,,,,,,1050,18927.0
,,,,,,,,1051,18460.0
,,,,,,,,1052,18164.0
,,,,,,,,1053,18305.0
,,,,,,,,1054,17341.0
,,,,,,,,1055,15777.0
,,,,,,,,1056,14244.0
,,,,,,,,1057,13172.0
,,,,,,,,1058,12469.0
,,,,,,,,1059,12035.0
,,,,,,,,1060,11853.0
,,,,,,,,1061,11993.0
,,,,,,,,1062,12742.0
,,,,,,,,1063,14016.0
,,,,,,,,1064,15280.0
,,,,,,,,1065,16076.0
,,,,,,,,1066,16659.0
,,,,,,,,1067,17417.0
,,,,,,,,1068,18171.0
,,,,,,,,1069,18737.0
,,,,,,,,1070,19260.0
,,,,,,,,1071,19521.0
,,,,,,,,1072,19626.0
,,,,,,,,1073,19538.0
,,,,,,,,1074,19230.0
,,,,,,,,1075,18725.0
,,,,,,,,1076,18517.0
,,,,,,,,1077,18461.0
,,,,,,,,1078,17437.0
,,,,,,,,1079,15838.0
,,,,,,,,1080,14263.0
,,,,,,,,1081,13039.0
,,,,,,,,1082,12260.0
,,,,,,,,1083,11788.0
,,,,,,,,1084,11580.0
,,,,,,,,1085,11677.0
,,,,,,,,1086,12384.0
,,,,,,,,1087,13586.0
,,,,,,,,1088,14898.0
,,,,,,,,1089,15970.0
,,,,,,,,1090,16943.0
,,,,,,,,1091,17834.0
,,,,,,,,1092,18495.0
,,,,,,,,1093,18922.0
,,,,,,,,1094,19296.0
,,,,,,,,1095,19505.0
,,,,,,,,1096,19592.0
,,,,,,,,1097,19626.0
,,,,,,,,1098,19422.0
,,,,,,,,1099,18775.0
,,,,,,,,1100,18192.0
,,,,,,,,1101,18140.0
,,,,,,,,1102,17090.0
,,,,,,,,1103,15479.0
,,,,,,,,1104,13852.0
,,,,,,,,1105,12663.0
,,,,,,,,1106,11869.0
,,,,,,,,1107,11372.0
,,,,,,,,1108,11122.0
,,,,,,,,1109,11201.0
,,,,,,,,1110,11799.0
,,,,,,,,1111,12844.0
,,,,,,,,1112,14253.0
,,,,,,,,1113,15541.0
,,,,,,,,1114,16634.0
,,,,,,,,1115,17653.0
,,,,,,,,1116,18431.0
,,,,,,,,1117,19070.0
,,,,,,,,1118,19668.0
,,,,,,,,1119,20039.0
,,,,,,,,1120,20163.0
,,,,,,,,1121,20149.0
,,,,,,,,1122,19800.0
,,,,,,,,1123,19054.0
,,,,,,,,1124,18618.0
,,,,,,,,1125,18522.0
,,,,,,,,1126,17524.0
,,,,,,,,1127,16018.0
,,,,,,,,1128,14519.0
,,,,,,,,1129,13282.0
,,,,,,,,1130,12447.0
,,,,,,,,1131,11889.0
,,,,,,,,1132,11525.0
,,,,,,,,1133,11391.0
,,,,,,,,1134,11526.0
,,,,,,,,1135,11815.0
,,,,,,,,1136,12526.0
,,,,,,,,1137,13461.0
,,,,,,,,1138,14198.0
,,,,,,,,1139,14670.0
,,,,,,,,1140,14956.0
,,,,,,,,1141,15002.0
,,,,,,,,1142,14959.0
,,,,,,,,1143,14901.0
,,,,,,,,1144,14849.0
,,,,,,,,1145,14893.0
,,,,,,,,1146,14890.0
,,,,,,,,1147,14695.0
,,,,,,,,1148,14498.0
,,,,,,,,1149,14670.0
,,,,,,,,1150,13992.0
,,,,,,,,1151,12948.0
,,,,,,,,1152,11812.0
,,,,,,,,1153,10892.0
,,,,,,,,1154,10246.0
,,,,,,,,1155,9802.0
,,,,,,,,1156,9574.0
,,,,,,,,1157,9475.0
,,,,,,,,1158,9538.0
,,,,,,,,1159,9639.0
,,,,,,,,1160,10345.0
,,,,,,,,1161,11407.0
,,,,,,,,1162,12350.0
,,,,,,,,1163,13000.0
,,,,,,,,1164,13392.0
,,,,,,,,1165,13613.0
,,,,,,,,1166,13633.0
,,,,,,,,1167,13644.0
,,,,,,,,1168,13723.0
,,,,,,,,1169,13951.0
,,,,,,,,1170,14116.0
,,,,,,,,1171,14086.0
,,,,,,,,1172,14153.0
,,,,,,,,1173,14465.0
,,,,,,,,1174,13767.0
,,,,,,,,1175,12641.0
,,,,,,,,1176,11547.0
,,,,,,,,1177,10737.0
,,,,,,,,1178,10232.0
,,,,,,,,1179,9935.0
,,,,,,,,1180,9833.0
,,,,,,,,1181,10032.0
,,,,,,,,1182,10710.0
,,,,,,,,1183,11839.0
,,,,,,,,1184,13136.0
,,,,,,,,1185,14174.0
,,,,,,,,1186,15050.0
,,,,,,,,1187,15785.0
,,,,,,,,1188,16302.0
,,,,,,,,1189,16614.0
,,,,,,,,1190,16843.0
,,,,,,,,1191,16890.0
,,,,,,,,1192,16858.0
,,,,,,,,1193,16884.0
,,,,,,,,1194,16829.0
,,,,,,,,1195,16384.0
,,,,,,,,1196,16155.0
,,,,,,,,1197,16298.0
,,,,,,,,1198,15292.0
,,,,,,,,1199,13831.0
,,,,,,,,1200,12442.0
,,,,,,,,1201,11448.0
,,,,,,,,1202,10891.0
,,,,,,,,1203,10531.0
,,,,,,,,1204,10388.0
,,,,,,,,1205,10585.0
,,,,,,,,1206,11360.0
,,,,,,,,1207,12601.0
,,,,,,,,1208,13899.0
,,,,,,,,1209,14887.0
,,,,,,,,1210,15714.0
,,,,,,,,1211,16447.0
,,,,,,,,1212,16936.0
,,,,,,,,1213,17268.0
,,,,,,,,1214,17602.0
,,,,,,,,1215,17781.0
,,,,,,,,1216,17839.0
,,,,,,,,1217,17841.0
,,,,,,,,1218,17550.0
,,,,,,,,1219,16961.0
,,,,,,,,1220,16630.0
,,,,,,,,1221,16707.0
,,,,,,,,1222,15673.0
,,,,,,,,1223,14130.0
,,,,,,,,1224,12669.0
,,,,,,,,1225,11621.0
,,,,,,,,1226,10976.0
,,,,,,,,1227,10566.0
,,,,,,,,1228,10352.0
,,,,,,,,1229,10472.0
,,,,,,,,1230,11158.0
,,,,,,,,1231,12225.0
,,,,,,,,1232,13639.0
,,,,,,,,1233,14715.0
,,,,,,,,1234,15638.0
,,,,,,,,1235,16446.0
,,,,,,,,1236,17023.0
,,,,,,,,1237,17374.0
,,,,,,,,1238,17749.0
,,,,,,,,1239,17980.0
,,,,,,,,1240,18042.0
,,,,,,,,1241,18081.0
,,,,,,,,1242,17860.0
,,,,,,,,1243,17309.0
,,,,,,,,1244,16921.0
,,,,,,,,1245,17010.0
,,,,,,,,1246,15996.0
,,,,,,,,1247,14438.0
,,,,,,,,1248,12974.0
,,,,,,,,1249,11904.0
,,,,,,,,1250,11237.0
,,,,,,,,1251,10791.0
,,,,,,,,1252,10618.0
,,,,,,,,1253,10732.0
,,,,,,,,1254,11470.0
,,,,,,,,1255,12588.0
,,,,,,,,1256,14058.0
,,,,,,,,1257,15269.0
,,,,,,,,1258,16246.0
,,,,,,,,1259,17082.0
,,,,,,,,1260,17753.0
,,,,,,,,1261,18275.0
,,,,,,,,1262,18798.0
,,,,,,,,1263,19044.0
,,,,,,,,1264,19162.0
,,,,,,,,1265,19196.0
,,,,,,,,1266,18974.0
,,,,,,,,1267,18397.0
,,,,,,,,1268,17981.0
,,,,,,,,1269,18011.0
,,,,,,,,1270,16953.0
,,,,,,,,1271,15350.0
,,,,,,,,1272,13802.0
,,,,,,,,1273,12689.0
,,,,,,,,1274,11931.0
,,,,,,,,1275,11442.0
,,,,,,,,1276,11181.0
,,,,,,,,1277,11270.0
,,,,,,,,1278,11929.0
,,,,,,,,1279,12984.0
,,,,,,,,1280,14369.0
,,,,,,,,1281,15562.0
,,,,,,,,1282,16576.0
,,,,,,,,1283,17490.0
,,,,,,,,1284,18164.0
,,,,,,,,1285,18606.0
,,,,,,,,1286,19035.0
,,,,,,,,1287,19217.0
,,,,,,,,1288,19170.0
,,,,,,,,1289,19084.0
,,,,,,,,1290,18703.0
,,,,,,,,1291,17998.0
,,,,,,,,1292,17623.0
,,,,,,,,1293,17528.0
,,,,,,,,1294,16546.0
,,,,,,,,1295,15160.0
,,,,,,,,1296,13719.0
,,,,,,,,1297,12557.0
,,,,,,,,1298,11829.0
,,,,,,,,1299,11334.0
,,,,,,,,1300,11050.0
,,,,,,,,1301,11005.0
,,,,,,,,1302,11237.0
,,,,,,,,1303,11652.0
,,,,,,,,1304,12585.0
,,,,,,,,1305,13808.0
,,,,,,,,1306,14896.0
,,,,,,,,1307,15698.0
,,,,,,,,1308,16213.0
,,,,,,,,1309,16534.0
,,,,,,,,1310,16732.0
,,,,,,,,1311,16831.0
,,,,,,,,1312,16796.0
,,,,,,,,1313,16703.0
,,,,,,,,1314,16463.0
,,,,,,,,1315,15977.0
,,,,,,,,1316,15759.0
,,,,,,,,1317,15717.0
,,,,,,,,1318,14927.0
,,,,,,,,1319,13796.0
,,,,,,,,1320,12588.0
,,,,,,,,1321,11630.0
,,,,,,,,1322,10949.0
,,,,,,,,1323,10520.0
,,,,,,,,1324,10242.0
,,,,,,,,1325,10155.0
,,,,,,,,1326,10258.0
,,,,,,,,1327,10381.0
,,,,,,,,1328,11153.0
,,,,,,,,1329,12332.0
,,,,,,,,1330,13433.0
,,,,,,,,1331,14278.0
,,,,,,,,1332,14934.0
,,,,,,,,1333,15449.0
,,,,,,,,1334,15733.0
,,,,,,,,1335,15990.0
,,,,,,,,1336,16250.0
,,,,,,,,1337,16510.0
,,,,,,,,1338,16641.0
,,,,,,,,1339,16338.0
,,,,,,,,1340,16150.0
,,,,,,,,1341,16195.0
,,,,,,,,1342,15193.0
,,,,,,,,1343,13796.0
,,,,,,,,1344,12541.0
,,,,,,,,1345,9502.0
,,,,,,,,1346,9143.0
,,,,,,,,1347,8972.0
,,,,,,,,1348,8979.0
,,,,,,,,1349,9258.0
,,,,,,,,1350,10109.0
,,,,,,,,1351,11389.0
,,,,,,,,1352,12398.0
,,,,,,,,1353,13059.0
,,,,,,,,1354,13433.0
,,,,,,,,1355,13654.0
,,,,,,,,1356,13705.0
,,,,,,,,1357,13642.0
,,,,,,,,1358,13579.0
,,,,,,,,1359,13477.0
,,,,,,,,1360,13490.0
,,,,,,,,1361,14452.0
,,,,,,,,1362,15467.0
,,,,,,,,1363,15217.0
,,,,,,,,1364,14677.0
,,,,,,,,1365,13942.0
,,,,,,,,1366,12848.0
,,,,,,,,1367,11555.0
,,,,,,,,1368,10466.0
,,,,,,,,1369,9704.0
,,,,,,,,1370,9277.0
,,,,,,,,1371,9052.0
,,,,,,,,1372,9033.0
,,,,,,,,1373,9304.0
,,,,,,,,1374,10311.0
,,,,,,,,1375,12109.0
,,,,,,,,1376,13178.0
,,,,,,,,1377,13475.0
,,,,,,,,1378,13692.0
,,,,,,,,1379,13906.0
,,,,,,,,1380,13980.0
,,,,,,,,1381,13956.0
,,,,,,,,1382,13965.0
,,,,,,,,1383,13896.0
,,,,,,,,1384,14036.0
,,,,,,,,1385,14858.0
,,,,,,,,1386,15754.0
,,,,,,,,1387,15614.0
,,,,,,,,1388,15185.0
,,,,,,,,1389,14544.0
,,,,,,,,1390,13549.0
,,,,,,,,1391,12242.0
,,,,,,,,1392,11104.0
,,,,,,,,1393,10378.0
,,,,,,,,1394,9988.0
,,,,,,,,1395,9825.0
,,,,,,,,1396,9844.0
,,,,,,,,1397,10198.0
,,,,,,,,1398,11313.0
,,,,,,,,1399,13196.0
,,,,,,,,1400,14099.0
,,,,,,,,1401,14204.0
,,,,,,,,1402,14156.0
,,,,,,,,1403,14122.0
,,,,,,,,1404,14006.0
,,,,,,,,1405,13845.0
,,,,,,,,1406,13736.0
,,,,,,,,1407,13662.0
,,,,,,,,1408,13809.0
,,,,,,,,1409,14797.0
,,,,,,,,1410,16003.0
,,,,,,,,1411,15949.0
,,,,,,,,1412,15583.0
,,,,,,,,1413,15015.0
,,,,,,,,1414,14027.0
,,,,,,,,1415,12748.0
,,,,,,,,1416,11581.0
,,,,,,,,1417,10812.0
,,,,,,,,1418,10427.0
,,,,,,,,1419,10250.0
,,,,,,,,1420,10295.0
,,,,,,,,1421,10632.0
,,,,,,,,1422,11684.0
,,,,,,,,1423,13548.0
,,,,,,,,1424,14485.0
,,,,,,,,1425,14633.0
,,,,,,,,1426,14643.0
,,,,,,,,1427,14606.0
,,,,,,,,1428,14465.0
,,,,,,,,1429,14269.0
,,,,,,,,1430,14200.0
,,,,,,,,1431,14084.0
,,,,,,,,1432,14254.0
,,,,,,,,1433,15297.0
,,,,,,,,1434,16224.0
,,,,,,,,1435,16132.0
,,,,,,,,1436,15753.0
,,,,,,,,1437,15149.0
,,,,,,,,1438,14134.0
,,,,,,,,1439,12844.0
,,,,,,,,1440,11655.0
,,,,,,,,1441,10904.0
,,,,,,,,1442,10506.0
,,,,,,,,1443,10298.0
,,,,,,,,1444,10315.0
,,,,,,,,1445,10625.0
,,,,,,,,1446,11658.0
,,,,,,,,1447,13437.0
,,,,,,,,1448,14358.0
,,,,,,,,1449,14532.0
,,,,,,,,1450,14488.0
,,,,,,,,1451,14429.0
,,,,,,,,1452,14251.0
,,,,,,,,1453,14064.0
,,,,,,,,1454,13992.0
,,,,,,,,1455,13878.0
,,,,,,,,1456,13935.0
,,,,,,,,1457,14848.0
,,,,,,,,1458,15660.0
,,,,,,,,1459,15447.0
,,,,,,,,1460,15002.0
,,,,,,,,1461,14500.0
,,,,,,,,1462,13739.0
,,,,,,,,1463,12750.0
,,,,,,,,1464,11696.0
,,,,,,,,1465,10884.0
,,,,,,,,1466,10432.0
,,,,,,,,1467,10224.0
,,,,,,,,1468,10170.0
,,,,,,,,1469,10283.0
,,,,,,,,1470,10728.0
,,,,,,,,1471,11443.0
,,,,,,,,1472,12212.0
,,,,,,,,1473,12906.0
,,,,,,,,1474,13240.0
,,,,,,,,1475,13222.0
,,,,,,,,1476,13055.0
,,,,,,,,1477,12797.0
,,,,,,,,1478,12529.0
,,,,,,,,1479,12358.0
,,,,,,,,1480,12505.0
,,,,,,,,1481,13550.0
,,,,,,,,1482,14602.0
,,,,,,,,1483,14451.0
,,,,,,,,1484,14059.0
,,,,,,,,1485,13638.0
,,,,,,,,1486,13017.0
,,,,,,,,1487,12241.0
,,,,,,,,1488,11372.0
,,,,,,,,1489,10676.0
,,,,,,,,1490,10273.0
,,,,,,,,1491,10078.0
,,,,,,,,1492,10009.0
,,,,,,,,1493,10097.0
,,,,,,,,1494,10427.0
,,,,,,,,1495,10955.0
,,,,,,,,1496,11598.0
,,,,,,,,1497,12329.0
,,,,,,,,1498,12711.0
,,,,,,,,1499,12804.0
,,,,,,,,1500,12791.0
,,,,,,,,1501,12686.0
,,,,,,,,1502,12548.0
,,,,,,,,1503,12486.0
,,,,,,,,1504,12777.0
,,,,,,,,1505,14017.0
,,,,,,,,1506,15116.0
,,,,,,,,1507,15049.0
,,,,,,,,1508,14652.0
,,,,,,,,1509,14130.0
,,,,,,,,1510,13209.0
,,,,,,,,1511,12128.0
,,,,,,,,1512,11163.0
,,,,,,,,1513,10406.0
,,,,,,,,1514,9991.0
,,,,,,,,1515,9805.0
,,,,,,,,1516,9784.0
,,,,,,,,1517,10129.0
,,,,,,,,1518,11174.0
,,,,,,,,1519,13060.0
,,,,,,,,1520,14298.0
,,,,,,,,1521,14579.0
,,,,,,,,1522,14774.0
,,,,,,,,1523,14931.0
,,,,,,,,1524,14953.0
,,,,,,,,1525,14911.0
,,,,,,,,1526,14892.0
,,,,,,,,1527,14767.0
,,,,,,,,1528,15001.0
,,,,,,,,1529,16110.0
,,,,,,,,1530,16773.0
,,,,,,,,1531,16569.0
,,,,,,,,1532,16071.0
,,,,,,,,1533,15354.0
,,,,,,,,1534,14215.0
,,,,,,,,1535,12800.0
,,,,,,,,1536,11388.0
,,,,,,,,1537,10376.0
,,,,,,,,1538,9837.0
,,,,,,,,1539,9565.0
,,,,,,,,1540,9518.0
,,,,,,,,1541,9785.0
,,,,,,,,1542,10858.0
,,,,,,,,1543,12821.0
,,,,,,,,1544,13984.0
,,,,,,,,1545,14234.0
,,,,,,,,1546,14304.0
,,,,,,,,1547,14300.0
,,,,,,,,1548,14259.0
,,,,,,,,1549,14127.0
,,,,,,,,1550,14101.0
,,,,,,,,1551,14049.0
,,,,,,,,1552,14296.0
,,,,,,,,1553,15682.0
,,,,,,,,1554,16785.0
,,,,,,,,1555,16777.0
,,,,,,,,1556,16457.0
,,,,,,,,1557,15889.0
,,,,,,,,1558,14870.0
,,,,,,,,1559,13400.0
,,,,,,,,1560,12033.0
,,,,,,,,1561,11174.0
,,,,,,,,1562,10760.0
,,,,,,,,1563,10576.0
,,,,,,,,1564,10590.0
,,,,,,,,1565,10966.0
,,,,,,,,1566,12081.0
,,,,,,,,1567,14084.0
,,,,,,,,1568,15127.0
,,,,,,,,1569,15187.0
,,,,,,,,1570,15125.0
,,,,,,,,1571,15053.0
,,,,,,,,1572,14949.0
,,,,,,,,1573,14767.0
,,,,,,,,1574,14716.0
,,,,,,,,1575,14607.0
,,,,,,,,1576,14873.0
,,,,,,,,1577,16284.0
,,,,,,,,1578,17322.0
,,,,,,,,1579,17254.0
,,,,,,,,1580,16939.0
,,,,,,,,1581,16362.0
,,,,,,,,1582,15375.0
,,,,,,,,1583,13906.0
,,,,,,,,1584,12497.0
,,,,,,,,1585,11550.0
,,,,,,,,1586,11068.0
,,,,,,,,1587,10869.0
,,,,,,,,1588,10889.0
,,,,,,,,1589,11220.0
,,,,,,,,1590,12314.0
,,,,,,,,1591,14288.0
,,,,,,,,1592,15286.0
,,,,,,,,1593,15338.0
,,,,,,,,1594,15126.0
,,,,,,,,1595,14929.0
,,,,,,,,1596,14725.0
,,,,,,,,1597,14506.0
,,,,,,,,1598,14411.0
,,,,,,,,1599,14307.0
,,,,,,,,1600,14500.0
,,,,,,,,1601,15843.0
,,,,,,,,1602,17073.0
,,,,,,,,1603,17090.0
,,,,,,,,1604,16823.0
,,,,,,,,1605,16300.0
,,,,,,,,1606,15341.0
,,,,,,,,1607,13901.0
,,,,,,,,1608,12511.0
,,,,,,,,1609,11589.0
,,,,,,,,1610,11141.0
,,,,,,,,1611,10941.0
,,,,,,,,1612,10941.0
,,,,,,,,1613,11270.0
,,,,,,,,1614,12346.0
,,,,,,,,1615,14273.0
,,,,,,,,1616,15278.0
,,,,,,,,1617,15320.0
,,,,,,,,1618,15145.0
,,,,,,,,1619,14987.0
,,,,,,,,1620,14774.0
,,,,,,,,1621,14481.0
,,,,,,,,1622,14282.0
,,,,,,,,1623,14175.0
,,,,,,,,1624,14334.0
,,,,,,,,1625,15635.0
,,,,,,,,1626,16557.0
,,,,,,,,1627,16354.0
,,,,,,,,1628,15955.0
,,,,,,,,1629,15450.0
,,,,,,,,1630,14717.0
,,,,,,,,1631,13558.0
,,,,,,,,1632,12279.0
,,,,,,,,1633,11313.0
,,,,,,,,1634,10746.0
,,,,,,,,1635,10501.0
,,,,,,,,1636,10421.0
,,,,,,,,1637,10543.0
,,,,,,,,1638,10992.0
,,,,,,,,1639,11843.0
,,,,,,,,1640,12707.0
,,,,,,,,1641,13536.0
,,,,,,,,1642,13953.0
,,,,,,,,1643,14020.0
,,,,,,,,1644,13867.0
,,,,,,,,1645,13592.0
,,,,,,,,1646,13320.0
,,,,,,,,1647,13216.0
,,,,,,,,1648,13445.0
,,,,,,,,1649,14914.0
,,,,,,,,1650,15909.0
,,,,,,,,1651,15786.0
,,,,,,,,1652,15404.0
,,,,,,,,1653,15018.0
,,,,,,,,1654,14383.0
,,,,,,,,1655,13437.0
,,,,,,,,1656,12305.0
,,,,,,,,1657,11377.0
,,,,,,,,1658,10812.0
,,,,,,,,1659,10510.0
,,,,,,,,1660,10376.0
,,,,,,,,1661,10414.0
,,,,,,,,1662,10686.0
,,,,,,,,1663,11269.0
,,,,,,,,1664,12010.0
,,,,,,,,1665,13081.0
,,,,,,,,1666,13944.0
,,,,,,,,1667,14409.0
,,,,,,,,1668,14687.0
,,,,,,,,1669,14901.0
,,,,,,,,1670,14971.0
,,,,,,,,1671,14995.0
,,,,,,,,1672,15325.0
,,,,,,,,1673,16458.0
,,,,,,,,1674,17029.0
,,,,,,,,1675,16890.0
,,,,,,,,1676,16425.0
,,,,,,,,1677,15799.0
,,,,,,,,1678,14911.0
,,,,,,,,1679,13612.0
,,,,,,,,1680,12298.0
,,,,,,,,1681,11332.0
,,,,,,,,1682,10773.0
,,,,,,,,1683,10565.0
,,,,,,,,1684,10539.0
,,,,,,,,1685,10889.0
,,,,,,,,1686,11913.0
,,,,,,,,1687,13775.0
,,,,,,,,1688,15063.0
,,,,,,,,1689,15454.0
,,,,,,,,1690,15606.0
,,,,,,,,1691,15761.0
,,,,,,,,1692,15785.0
,,,,,,,,1693,15686.0
,,,,,,,,1694,15624.0
,,,,,,,,1695,15514.0
,,,,,,,,1696,15723.0
,,,,,,,,1697,16900.0
,,,,,,,,1698,17573.0
,,,,,,,,1699,17399.0
,,,,,,,,1700,16961.0
,,,,,,,,1701,16292.0
,,,,,,,,1702,15159.0
,,,,,,,,1703,13623.0
,,,,,,,,1704,12159.0
,,,,,,,,1705,11157.0
,,,,,,,,1706,10663.0
,,,,,,,,1707,10390.0
,,,,,,,,1708,10337.0
,,,,,,,,1709,10602.0
,,,,,,,,1710,11598.0
,,,,,,,,1711,13454.0
,,,,,,,,1712,14644.0
,,,,,,,,1713,14837.0
,,,,,,,,1714,14905.0
,,,,,,,,1715,14994.0
,,,,,,,,1716,14967.0
,,,,,,,,1717,14809.0
,,,,,,,,1718,14740.0
,,,,,,,,1719,14628.0
,,,,,,,,1720,14807.0
,,,,,,,,1721,15955.0
,,,,,,,,1722,16800.0
,,,,,,,,1723,16691.0
,,,,,,,,1724,16309.0
,,,,,,,,1725,15693.0
,,,,,,,,1726,14657.0
,,,,,,,,1727,13209.0
,,,,,,,,1728,11784.0
,,,,,,,,1729,10765.0
,,,,,,,,1730,10258.0
,,,,,,,,1731,10047.0
,,,,,,,,1732,10045.0
,,,,,,,,1733,10387.0
,,,,,,,,1734,11432.0
,,,,,,,,1735,13360.0
,,,,,,,,1736,14487.0
,,,,,,,,1737,14648.0
,,,,,,,,1738,14674.0
,,,,,,,,1739,14681.0
,,,,,,,,1740,14607.0
,,,,,,,,1741,14474.0
,,,,,,,,1742,14490.0
,,,,,,,,1743,14477.0
,,,,,,,,1744,14676.0
,,,,,,,,1745,15942.0
,,,,,,,,1746,16956.0
,,,,,,,,1747,16901.0
,,,,,,,,1748,16554.0
,,,,,,,,1749,16012.0
,,,,,,,,1750,15033.0
,,,,,,,,1751,13585.0
,,,,,,,,1752,12125.0
,,,,,,,,1753,11161.0
,,,,,,,,1754,10630.0
,,,,,,,,1755,10406.0
,,,,,,,,1756,10407.0
,,,,,,,,1757,10756.0
,,,,,,,,1758,11852.0
,,,,,,,,1759,13811.0
,,,,,,,,1760,14821.0
,,,,,,,,1761,14963.0
,,,,,,,,1762,14911.0
,,,,,,,,1763,14823.0
,,,,,,,,1764,14669.0
,,,,,,,,1765,14452.0
,,,,,,,,1766,14423.0
,,,,,,,,1767,14473.0
,,,,,,,,1768,14794.0
,,,,,,,,1769,16028.0
,,,,,,,,1770,16906.0
,,,,,,,,1771,16806.0
,,,,,,,,1772,16485.0
,,,,,,,,1773,16019.0
,,,,,,,,1774,15060.0
,,,,,,,,1775,13617.0
,,,,,,,,1776,12208.0
,,,,,,,,1777,11211.0
,,,,,,,,1778,10645.0
,,,,,,,,1779,10372.0
,,,,,,,,1780,10369.0
,,,,,,,,1781,10626.0
,,,,,,,,1782,11569.0
,,,,,,,,1783,13324.0
,,,,,,,,1784,14603.0
,,,,,,,,1785,15030.0
,,,,,,,,1786,15240.0
